GeneSym	HP1504101T2D_wholeislet	HP1506401_wholeislet	HP1504901_wholeislet	HP1508501T2D_wholeislet	HP1507101_wholeislet	HP1526901T2D_wholeislet	HP1525301T2D_wholeislet
BHLHE41	2669	3177	7499	3497	3856	3238	1660
SSPN	380	304	403	306	355	335	328
ASUN	1034	1106	1188	1447	1276	1008	946
FGFR1OP2	2024	2333	2942	2288	2442	1873	1541
MED21	1938	1904	2088	2632	2329	1445	1604
C12orf71	6	0	0	0	2	0	0
STK38L	2060	2786	2295	2781	2038	2072	2003
SMCO2	4	7	2	21	4	4	8
ARNTL2-AS1	1	4	0	3	1	1	4
MRPS35	3067	4115	4161	4559	4790	3002	3042
REP15	2	10	6	12	2	6	10
KLHL42	12305	8410	10474	4964	9306	5711	4652
PTHLH	20	8	55	84	37	55	75
LOC100506606	42	20	57	81	49	28	25
ERGIC2	1580	2063	1892	2561	2256	1758	1753
CAPRIN2	1067	1057	1030	1080	982	937	912
LINC00941	12	19	1	15	16	14	18
TSPAN11	48	36	92	52	244	49	19
DDX11	52	274	272	805	134	299	248
FLJ13224	5	2	3	3	10	5	9
METTL20	246	336	278	382	330	228	225
DENND5B-AS1	4	6	8	7	3	12	7
H3F3C	167	146	205	305	215	202	191
RNU6-78P	0	0	0	0	1	0	1
DNM1L	5720	5547	6740	5519	6842	4424	4065
YARS2	554	580	571	799	801	590	562
ALG10	108	185	151	172	163	111	102
ALG10B	574	958	997	928	1103	737	611
GXYLT1	1746	1273	2333	2205	1813	1182	1284
ZCRB1	1874	2730	2750	3044	3243	2228	1997
LOC101927058	0	0	0	0	0	0	0
PUS7L	598	777	816	687	756	566	549
TWF1	3470	4214	4794	4738	4519	3579	3363
RACGAP1P	7	12	5	13	17	15	6
DBX2	0	0	0	0	2	4	2
PLEKHA8P1	53	71	55	141	68	87	118
RNY5	0	0	0	0	0	0	0
LINC00938	1244	1450	1528	1432	1995	1140	1241
SCAF11	5049	5320	6132	6955	5939	4133	4284
SLC38A2	9883	7576	9141	9737	6266	5997	3318
AMIGO2	472	748	788	697	288	645	344
MIR4698	0	0	0	0	0	0	0
PCED1B-AS1	2	0	4	2	0	3	7
RPAP3	1379	1629	1975	1866	1867	1315	1467
ENDOU	2	5	0	2	4	3	0
RAPGEF3	45	41	123	55	45	66	29
HDAC7	729	935	789	1723	688	1132	1122
SLC48A1	1108	1086	1088	1252	1161	911	812
TMEM106C	3314	3483	3405	5113	4366	2856	3489
VDR	640	397	906	1261	1220	519	1223
COL2A1	8	0	2	8	7	0	3
PFKM	6914	7077	6997	5988	8776	5320	3901
CCDC184	395	182	275	435	455	199	331
ASB8	2402	2660	3116	2889	3207	2206	1746
MIR6505	9	14	13	13	13	12	11
OR10AD1	2	0	0	2	4	0	3
ZNF641	1234	1180	1796	1712	1543	1210	999
H1FNT	2	1	2	4	0	2	2
ANP32D	1	0	2	1	0	0	1
LALBA	0	0	0	0	0	0	0
OR8S1	0	0	0	0	0	0	0
KANSL2	1085	1179	1320	1543	1501	1027	1054
SNORA34	0	3	0	4	2	0	1
CCNT1	2855	2678	3254	3115	3193	2015	1826
SNORA2B	0	0	1	0	0	0	0
SNORA2A	1	0	0	3	0	3	1
MIR1291	0	2	0	0	0	0	0
CACNB3	500	517	245	824	427	522	449
ADCY6	3234	3098	2945	3955	3879	2750	2982
MIR4701	0	1	0	2	1	2	5
RND1	192	398	219	1562	219	573	532
DDX23	3888	3996	3535	6131	4493	3246	2982
LOC100506125	7	20	14	30	9	14	10
CCDC65	44	35	28	37	46	36	57
DDN	53	50	157	80	104	95	25
ARF3	13687	15366	15950	21441	18374	12137	11404
WNT10B	0	2	0	0	0	2	3
PRKAG1	2557	3293	3207	4258	4150	2543	2606
WNT1	0	2	0	0	0	0	0
FKBP11	1356	958	877	2334	2351	805	1709
TUBA1B	14679	11302	18708	44690	23172	14678	16555
LMBR1L	584	483	714	1249	841	810	637
DHH	0	0	0	2	0	0	0
RHEBL1	12	8	14	30	15	9	10
TUBA1C	1338	2140	1496	7874	2448	2084	2114
TUBA1A	16073	12414	17597	62053	23067	20256	16668
DNAJC22	176	555	365	606	200	720	534
TROAP	4	20	15	39	20	28	35
PRPH	153	133	277	203	397	271	138
LOC100335030	20	8	13	13	15	8	4
C1QL4	3	6	19	29	8	18	2
LOC101927267	111	114	159	175	222	202	83
MCRS1	1827	1989	2026	2941	2196	1786	1649
FAM186B	20	43	37	41	29	17	30
PRPF40B	745	646	726	1122	747	729	531
TMBIM6	51906	54976	52881	73733	63826	42741	45290
BCDIN3D-AS1	77	96	144	106	132	107	94
FAIM2	456	169	190	246	148	225	264
LOC283332	0	0	0	0	0	0	0
BCDIN3D	443	447	450	602	392	348	381
LOC101927292	0	0	0	0	0	0	0
RACGAP1	557	695	634	918	849	610	582
AQP6	0	8	5	10	7	0	4
AQP5	6	34	0	5	0	12	12
AQP2	0	24	2	0	0	2	0
LOC101927318	2	9	2	0	0	8	2
CERS5	1748	2151	2049	2417	2535	1864	1716
SMARCD1	1571	1744	1947	2567	2069	1650	1576
COX14	1520	1907	1506	2478	2185	1346	1410
GPD1	737	1302	1830	2603	2753	1864	1931
MIR1293	0	0	0	0	0	0	0
ATF1	1265	1465	2219	1542	2027	1239	1080
HIGD1C	0	0	1	2	0	0	2
METTL7A	2744	4693	3104	2907	4063	2735	3460
CSRNP2	2214	1610	2467	2429	2420	1751	1553
LETMD1	2212	2211	3444	3251	5324	2599	2268
DAZAP2	6588	8535	10819	12346	9944	8292	7137
POU6F1	548	552	547	642	689	509	342
CELA1	0	0	2	0	2	0	0
BIN2	9	8	34	18	32	26	11
ANKRD33	20	13	21	41	8	7	3
FIGNL2	10	22	68	27	58	18	13
ACVR1B	2736	5111	6358	5157	4847	4000	3184
ACVRL1	113	103	673	394	216	415	234
GRASP	712	716	1320	1723	547	794	525
ATG101	1742	1890	1637	2578	2472	1448	1411
OR7E47P	35	59	59	77	120	77	53
KRT80	470	1516	465	2982	369	1380	1711
C12orf80	2	0	0	3	0	0	0
KRT81	3	16	2	37	2	5	9
KRT7	3825	13468	2701	32347	3750	8957	12741
LINC00592	1	0	2	0	3	0	0
KRT84	0	0	0	0	0	0	0
KRT86	13	33	9	48	18	32	16
KRT85	0	0	0	0	0	0	0
KRT83	0	6	0	4	0	2	0
KRT82	0	0	0	0	0	0	0
KRT5	3	80	92	206	5	144	202
KRT6B	89	22	14	574	9	169	50
KRT71	0	0	0	0	0	0	0
KRT6C	0	0	0	4	0	0	0
KRT6A	0	0	1	34	0	5	2
KRT74	0	0	0	0	0	0	0
KRT73	0	0	0	0	0	0	0
KRT72	0	0	0	0	0	0	0
KRT1	0	0	14	2	14	2	16
KRT2	0	0	0	2	2	0	0
KRT4	0	2	32	4	0	2	8
KRT76	0	0	0	0	0	0	0
KRT3	7	0	0	4	2	0	0
KRT78	0	0	0	0	0	0	0
KRT8	15272	28757	16372	52554	17958	24133	33762
TENC1	1325	1698	2149	2977	2233	2229	1512
EIF4B	18530	15833	25129	21447	35237	14851	12474
SPRYD3	8721	10061	9960	11676	11757	6455	5794
LOC283335	366	459	336	584	531	370	412
MIR6757	3	4	3	4	6	1	1
CSAD	180	265	366	348	199	449	375
SOAT2	4	4	4	16	2	16	8
IGFBP6	220	166	92	545	251	254	364
ITGB7	70	23	173	109	246	153	92
ZNF740	1668	1627	2119	2263	2109	1327	1216
SP7	0	0	6	0	2	0	0
AAAS	1000	1296	1204	1915	1259	1255	1130
MFSD5	1067	1242	1080	1586	1415	982	891
ESPL1	2	43	19	45	45	32	38
PFDN5	9094	10214	12890	16027	17754	9599	9215
C12orf10	1193	1393	1657	1998	2155	1291	1050
AMHR2	25	164	27	85	22	28	39
SP1	3280	3488	4097	4552	3598	2710	2455
PRR13	2039	2846	2340	4608	2888	2371	2511
PCBP2-OT1	121	129	165	170	253	159	112
MAP3K12	843	667	898	1177	1031	1091	750
NPFF	18	10	24	22	15	8	14
TARBP2	539	595	681	973	799	633	536
LOC100652999	0	0	0	0	3	0	0
CALCOCO1	2271	2711	2663	3417	3680	2700	2029
ATP5G2	5289	6202	7359	10724	9034	5699	5668
CISTR	0	0	0	0	0	0	0
HOXC12	0	0	0	0	0	0	0
HOXC10	0	0	0	0	0	0	0
HOXC11	0	0	0	0	0	0	0
HOXC-AS1	0	0	0	0	0	0	0
HOXC13	0	0	0	0	0	0	0
HOXC-AS2	0	0	0	0	0	0	0
HOTAIR	0	0	2	0	0	0	0
MIR196A2	0	0	0	0	0	0	0
HOXC13-AS	0	0	0	0	0	0	0
HOXC-AS3	0	0	0	0	0	0	0
HOXC4	4	2	0	2	15	8	2
FLJ12825	3	0	4	0	0	0	1
HOXC5	0	0	0	0	4	0	0
HOXC8	8	0	2	2	10	4	6
MIR615	0	0	0	0	0	0	0
LOC100240734	0	0	0	0	2	0	0
HOXC6	10	0	2	14	20	5	6
LOC100240735	0	2	3	0	1	0	0
SMUG1	806	1008	762	1389	1173	892	611
MIR3198-2	0	0	0	0	0	0	0
NFE2	0	1	0	6	2	0	2
COPZ1	7686	9137	8880	12035	11220	7140	7327
HNRNPA1	842	1023	1207	1182	1057	825	892
MIR148B	0	0	1	0	0	0	0
HNRNPA1P10	0	0	0	0	0	0	0
GPR84	0	4	2	9	4	0	6
ZNF385A	83	105	76	163	130	168	119
ITGA5	683	888	1581	3130	793	1258	1291
GTSF1	0	0	4	6	0	0	0
PDE1B	150	90	204	267	301	90	330
PPP1R1A	6584	9576	17306	11541	18109	5644	8013
GLYCAM1	0	0	0	0	0	0	0
DCD	0	0	0	0	0	0	0
LACRT	0	0	0	0	0	0	0
MUCL1	13	0	5	2	4	4	8
TESPA1	2	0	2	10	2	23	8
NEUROD4	2	0	0	0	0	0	0
OR9K2	0	0	0	0	0	0	0
OR10A7	0	0	0	0	0	0	0
OR6C6	0	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0	0
OR6C3	0	0	0	0	0	0	0
OR6C65	0	0	0	0	0	0	0
OR6C75	0	0	0	0	0	0	0
OR6C76	0	0	0	0	0	0	0
OR6C1	0	0	0	0	0	0	0
OR6C68	0	0	0	0	0	0	0
OR6C2	0	0	0	0	0	0	0
OR6C70	0	0	0	0	0	0	0
OR6C4	0	0	0	0	0	0	0
METTL7B	33	146	28	123	56	119	180
OR10P1	0	0	0	0	0	0	0
OR2AP1	0	0	0	0	0	0	0
SARNP	1359	1455	1604	2099	1617	1231	1283
CD63	28228	28480	27203	61426	36977	24736	34261
RDH5	15	21	12	18	13	24	19
DNAJC14	3547	4102	4838	4715	5314	3147	2793
GDF11	1024	735	703	1108	1009	539	640
BLOC1S1	330	417	418	618	592	346	434
ORMDL2	1369	1789	1401	2699	1684	1380	1529
BLOC1S1-RDH5	0	0	0	0	0	0	0
WIBG	938	1119	1061	1329	1335	936	931
DGKA	428	524	318	792	413	370	439
PMEL	57	157	45	113	73	67	54
RAB5B	8358	8553	9674	11152	11000	7129	6922
RPS26	135	112	147	178	173	111	190
SUOX	1840	1962	2035	2406	2750	1756	1697
IKZF4	933	838	1225	1083	1144	746	658
RNF41	3171	3127	4116	3458	4421	2949	2287
SMARCC2	6182	5387	6304	6723	7109	5835	4635
MYL6	29445	32157	31339	53264	43200	30540	35846
ESYT1	15165	12365	18620	19554	19272	13523	12580
MYL6B	1605	2397	2175	2692	2730	1469	1645
ZC3H10	634	564	816	913	897	487	400
PA2G4	2995	3736	4025	5563	4092	2858	2771
RPL41	560	654	778	956	1168	580	599
SLC39A5	97	592	106	242	45	146	133
STAT2	2375	2696	2379	3918	2633	3178	2544
PAN2	2096	2574	3093	3316	2053	3213	2136
IL23A	32	75	25	90	52	114	80
COQ10A	1413	1545	1371	1291	1819	1086	791
CNPY2	4661	5932	5022	7940	8758	4588	6818
CS	4751	5609	5357	7511	6095	4096	4414
ANKRD52	3751	3344	3787	4498	3520	3260	2726
APOF	10	14	29	6	8	7	6
GLS2	1190	1461	1074	1697	1560	1070	845
SPRYD4	1002	1316	943	1781	1533	926	1065
TIMELESS	1350	1513	1436	1825	1601	995	935
MIP	0	0	6	3	8	0	0
RBMS2	616	977	573	1319	711	847	877
PTGES3	10004	11991	12801	14177	14320	10056	9312
NACA	12008	15249	18808	23742	23263	13330	12681
SNORD59A	2	4	8	3	2	12	2
ATP5B	23624	31828	26127	37535	30495	23196	22904
SNORD59B	2	3	4	3	0	1	0
PRIM1	332	551	452	529	549	413	313
HSD17B6	36	23	25	14	30	19	11
SDR9C7	1	0	0	0	2	0	0
GPR182	0	0	4	0	0	2	0
ZBTB39	621	586	740	737	622	507	433
RDH16	8	17	17	19	4	8	20
STAT6	4041	5320	2830	8823	4595	4935	4280
MYO1A	4	21	24	8	6	8	8
TMEM194A	638	667	762	956	762	506	472
NAB2	1229	597	1094	1481	1122	917	774
STAC3	19	36	65	37	69	25	54
SHMT2	3537	2737	3918	4731	4017	2827	1746
NXPH4	87	120	50	116	53	66	62
NDUFA4L2	424	109	448	363	564	338	115
MIR1228	3	0	1	10	5	4	0
INHBC	4	26	2	8	2	12	13
DDIT3	1561	1378	4589	1879	4356	1565	880
INHBE	1787	153	88	114	225	317	79
GLI1	8	4	5	10	23	44	44
MARS	12505	6029	13329	10581	12104	9195	4048
ARHGAP9	16	15	22	24	24	30	17
MBD6	1877	1612	2799	2524	2186	2076	1233
MIR6758	50	15	66	39	42	38	20
KIF5A	1464	961	1108	1366	1885	1055	712
SLC26A10	28	10	14	6	17	23	8
ARHGEF25	504	392	429	474	690	370	338
PIP4K2C	5244	4910	6686	6284	6744	4381	3495
DTX3	2639	2550	3172	2872	3449	2556	1816
B4GALNT1	166	60	59	83	154	107	48
LOC101927583	0	3	3	0	1	0	2
METTL1	308	416	303	631	354	265	342
TSPAN31	2566	2985	2573	3980	3366	2562	2722
CYP27B1	67	89	26	105	41	47	34
OS9	13830	15484	13313	28279	19848	13065	15939
AGAP2-AS1	425	457	419	670	576	362	250
CDK4	3972	3992	5258	6103	5810	3809	2849
MARCH9	1738	1310	1667	1977	1942	1310	1088
AGAP2	68	70	56	60	95	63	51
METTL21B	391	652	309	468	563	389	359
MIR6759	4	10	6	6	5	5	5
CTDSP2	7897	7847	11164	12928	9971	8699	6293
MIR26A2	0	0	0	0	0	0	0
XRCC6BP1	149	176	130	242	259	113	171
LRIG3	1587	2290	2562	2526	2045	2158	1742
MIR6125	0	0	0	0	0	0	0
C12orf61	8	19	32	39	20	28	19
MIRLET7I	1	0	0	0	0	0	3
AVPR1A	16	6	57	30	16	6	12
TMEM5	1743	1985	2468	1927	2320	1948	1466
C12orf66	439	476	615	622	584	391	314
XPOT	5244	4596	7603	4627	6208	4234	2487
MIR548C+MIR548Z	0	0	0	0	0	0	0
FLJ41278	6	6	2	19	4	23	15
WIF1	0	0	0	0	0	0	0
LEMD3	2411	2320	2732	2363	2626	1747	1791
LOC100129940	0	1	4	6	2	7	4
MIR6074	0	0	0	0	0	0	0
TMBIM4	4183	6417	5659	7015	6747	4619	4867
LLPH	679	870	882	1130	901	723	713
MIR6502	0	0	0	0	0	0	0
LOC102724421	0	0	0	0	0	0	0
CAND1	9733	9493	10674	10749	11505	7112	6688
LOC100507175	2	0	6	3	2	4	0
DYRK2	2040	1988	3007	2787	2894	1900	2178
LOC101927901	4	1	9	0	3	4	1
LOC101927922	0	3	0	0	0	0	0
IFNG-AS1	0	0	2	0	0	2	0
IL22	0	0	0	0	0	0	0
IL26	0	0	0	0	0	0	0
MDM1	293	415	561	441	484	303	277
LOC100507195	0	0	0	0	0	0	1
SNORA70G	0	0	0	0	1	0	0
RAP1B	1277	1460	1643	2069	1681	1310	1455
SLC35E3	583	713	729	723	831	494	496
NUP107	906	1133	1157	1687	1043	778	917
LOC100130075	0	0	0	0	0	0	2
CPSF6	3389	3301	3975	4496	3919	3143	3157
MIR1279	0	0	0	0	0	0	0
YEATS4	928	891	1291	1138	1273	861	883
LYZ	11335	51741	13768	11028	6162	17369	24139
FRS2	2406	2187	3651	2668	3018	1914	2124
MIR3913-2	0	0	0	0	0	0	0
MIR3913-1	0	0	0	0	0	0	0
BEST3	148	630	222	231	166	138	197
LRRC10	0	0	0	0	0	0	0
RAB3IP	4799	6077	6751	7187	6993	3818	4109
LOC101928062	123	124	119	108	128	72	116
PTPRB	106	40	924	191	100	156	89
TSPAN8	2766	5456	1614	6240	2276	8385	15380
ZFC3H1	1809	1479	1451	2084	1865	1598	1543
THAP2	1001	818	1042	955	1453	608	460
RAB21	3033	3191	4087	3471	3828	2640	2583
TBC1D15	2763	3427	3976	3558	4155	2822	2259
MRS2P2	10	13	12	11	10	8	10
TRHDE-AS1	4	23	13	21	6	4	8
LOC101928137	0	0	0	0	0	0	0
ATXN7L3B	9283	9041	11147	10106	11266	7826	6356
GLIPR1L2	82	242	101	173	164	214	169
KRR1	1218	1382	1839	1351	1526	1148	1181
PHLDA1	1330	1966	1028	3090	921	2162	1614
NAP1L1	14869	13480	20820	17993	23351	13668	13264
BBS10	1098	1437	1648	1410	1752	1052	847
CSRP2	66	145	115	216	40	140	167
E2F7	18	46	11	36	18	39	40
MIR1252	0	0	0	0	0	0	0
MIR5692B	0	0	0	0	0	0	0
PAWR	638	913	697	1282	872	670	728
MYF6	0	0	0	0	0	0	0
MYF5	0	0	0	0	0	0	0
MIR617	0	0	0	0	0	0	0
LOC101928420	0	0	0	0	0	0	0
MIR618	0	0	0	0	0	0	0
MIR4699	0	0	0	0	0	0	0
LOC102724663	0	0	0	0	0	0	0
LOC101928449	0	0	0	0	0	0	0
CCDC59	563	878	903	945	911	694	628
SLC6A15	19	48	2	17	43	12	8
TSPAN19	8	8	8	15	5	8	1
ALX1	0	2	0	2	0	0	4
RASSF9	35	100	26	81	15	68	62
NTS	34	23	38	14	4	16	7
MIR548AL	0	0	0	0	0	0	0
MKRN9P	76	80	104	94	85	68	81
C12orf50	0	2	0	2	0	0	0
C12orf29	1000	1062	1400	1234	1447	917	871
TMTC3	1411	1508	1770	1640	1591	1345	1233
KITLG	389	600	696	1024	506	883	813
LOC728084	2	9	3	0	2	4	0
DUSP6	372	291	559	707	473	638	592
LINC00936	161	184	192	242	382	195	215
LINC00615	0	0	0	0	0	0	0
CCER1	0	0	0	0	0	0	0
KERA	0	0	0	0	0	0	0
EPYC	0	0	0	0	0	0	0
DCN	521	307	165	1142	1988	1205	1653
LUM	951	472	588	1984	2378	2609	2577
CLLU1	0	2	0	1	0	0	0
CLLU1OS	2	0	4	9	0	2	0
C12orf74	2	16	7	10	10	10	4
PLEKHG7	14	16	4	19	0	20	22
LOC102724933	0	0	0	0	0	4	0
UBE2N	4181	4462	4594	5093	5265	3736	3831
NUDT4	268	285	323	208	321	155	185
NUDT4P1	0	0	0	0	0	0	0
NUDT4P2	0	0	0	0	0	0	0
MRPL42	3806	5046	4846	4940	5072	3486	3444
SOCS2-AS1	44	43	88	70	92	52	31
SOCS2	1123	1215	2141	1415	2053	1476	878
CEP83-AS1	36	56	44	72	94	35	22
MIR5700	0	0	0	0	0	0	0
MIR7844	0	0	0	0	0	0	0
MIR492	0	2	0	8	0	3	3
KRT19P2	0	1	0	1	0	0	2
NDUFA12	1862	2204	2083	2825	2423	1771	1619
MIR331	2	3	0	3	3	4	1
MIR3685	2	1	2	1	2	1	2
METAP2	4191	5079	5576	5720	6015	3992	3912
PGAM1P5	0	5	0	5	0	1	1
SNRPF	854	1009	1340	1932	1341	1015	953
CCDC38	2	2	2	7	1	4	0
HAL	6	21	12	4	4	4	8
LTA4H	3868	4146	3875	5022	4684	3101	3464
NEDD1	866	1034	1185	1366	1015	716	735
MIR1251	0	0	0	0	0	2	0
MIR135A2	2	1	7	2	0	2	0
LOC643711	0	0	0	2	0	0	1
MIR4303	0	0	0	0	0	0	0
TMPO	2023	2652	2191	2924	2320	1570	1870
LOC643770	2	4	2	9	6	3	9
SLC9A7P1	120	107	65	91	127	44	106
TMPO-AS1	26	31	46	70	69	28	35
SLC25A3	11329	13549	14165	19663	14107	11681	11097
SNORA53	4	0	7	1	4	0	3
IKBIP	821	842	627	852	825	1033	925
LOC101928937	0	0	0	0	0	0	0
FAM71C	0	0	2	0	0	0	0
MIR1827	0	0	0	0	0	0	0
GOLGA2P5	207	172	224	276	197	232	193
DEPDC4	9	26	25	25	22	20	32
ACTR6	1414	1565	1613	1814	1847	1302	1233
GAS2L3	29	19	23	64	10	31	47
ARL1	9608	13371	13198	11135	13224	8365	9002
SPIC	0	0	0	0	0	0	0
MYBPC1	0	1	0	11	3	10	0
SYCP3	12	38	7	22	27	18	25
GNPTAB	1667	1854	1823	2357	2227	1606	1433
DRAM1	618	1908	966	1697	1018	1138	890
CCDC53	1623	2126	1993	2657	2396	1655	1554
PARPBP	53	65	70	74	83	74	68
PMCH	0	0	0	2	2	0	1
IGF1	13	6	36	8	101	29	46
LINC00485	0	0	0	0	0	0	0
ASCL1	49	97	196	522	134	309	55
LOC101929084	0	0	0	0	0	0	0
MIR3652	0	0	0	0	0	0	0
GNN	28	19	58	40	44	20	55
C12orf73	497	469	635	783	992	437	477
GLT8D2	542	1374	868	1629	2149	1442	1031
TDG	817	851	1167	1206	905	837	940
NFYB	1559	1608	1682	1747	1755	1240	1262
EID3	55	292	162	261	270	92	190
MIR3922	0	0	0	0	0	0	0
ALDH1L2	2418	1686	1981	1857	2045	1370	1378
LOC414300	2	38	36	36	75	22	19
APPL2	3240	3547	4893	4323	4917	3363	3162
C12orf75	6226	5786	8345	6956	9446	5251	7007
CASC18	9	3	6	4	2	6	14
NUAK1	2431	2223	2267	2632	2731	1767	1244
CKAP4	4742	5201	4138	7430	5801	4747	4899
TCP11L2	575	587	695	712	661	611	315
LOC100505978	0	0	0	1	4	0	2
TMEM263	6784	7979	7728	7440	9108	5534	5621
MTERFD3	757	774	985	1036	1131	931	838
PWP1	1811	2359	2493	2791	2518	1808	1741
ASCL4	0	0	2	0	0	0	0
LOC728739	173	142	153	177	233	118	106
CMKLR1	74	10	97	38	106	55	26
FICD	702	671	791	654	1025	440	320
LOC102723562	0	0	0	0	0	0	0
SELPLG	17	19	14	30	32	8	3
TMEM119	177	27	63	104	273	252	304
ISCU	4356	4767	4893	5431	5865	3765	3469
DAO	3	2	0	0	5	6	0
ALKBH2	229	460	331	427	323	268	178
UNG	974	1150	1169	1523	1571	1070	1027
USP30	1698	1986	2589	1885	2567	1587	1281
USP30-AS1	9	23	13	44	11	9	16
ACACB	2828	3162	2547	3457	3070	2288	2193
FOXN4	4	0	4	0	4	0	0
LOC101928138	0	0	0	0	0	0	0
KCTD10	2460	2833	2676	3951	3141	2421	2163
MVK	1433	975	1260	1642	1570	936	874
MMAB	1884	1718	1797	3048	2643	1424	1786
FAM222A	4931	4437	9826	4658	10469	5336	3378
FAM222A-AS1	55	53	62	50	66	47	30
TCHP	780	863	806	949	932	662	601
GLTP	1297	1272	1456	1778	1384	1198	1209
MIR4497	0	0	0	0	0	0	0
GIT2	2147	2419	2332	2898	2468	2046	1595
ANKRD13A	3617	4447	4898	4548	4294	3385	2981
ANAPC7	2786	3002	3015	3545	3042	2280	2280
VPS29	2770	3150	3066	4094	3642	2626	2740
FAM216A	212	245	214	246	292	138	207
GPN3	826	938	947	1217	1178	738	700
RAD9B	17	38	21	22	31	12	11
TCTN1	1482	1238	1700	2498	2330	1790	2050
HVCN1	31	27	38	36	56	27	18
PPP1CC	7094	7527	8471	8800	9422	5942	5970
CCDC63	0	0	0	0	0	0	0
MYL2	0	0	0	0	0	0	0
LINC01405	0	0	0	0	0	0	0
MIR6760	0	0	0	0	0	0	0
SH2B3	1458	1159	1955	2265	1798	1447	1162
BRAP	1675	1934	2408	2319	2588	1599	1443
ACAD10	1359	2418	1526	2522	1722	1473	1327
ALDH2	4560	4239	3756	6670	4004	3528	3936
MAPKAPK5-AS1	778	795	717	907	907	644	711
MIR6761	57	28	23	59	30	26	43
TMEM116	412	516	372	341	466	361	285
ADAM1A	146	95	166	128	123	152	148
NAA25	1460	1598	1893	1779	1717	1287	1213
MIR6861	0	0	0	0	0	0	0
RPL6	6160	7604	8619	9431	10679	6475	6440
PTPN11	11748	13129	15653	12284	13739	8640	8292
OAS1	442	748	431	656	770	640	502
OAS2	24	28	65	24	63	36	28
RASAL1	102	120	45	141	43	108	112
CCDC42B	1	2	0	2	2	0	5
DDX54	1441	1544	1850	2554	1895	1462	1386
RITA1	792	884	818	1212	1306	711	665
MIR7106	0	0	0	0	0	0	0
TPCN1	1617	1686	1932	3606	2107	1981	2407
MIR6762	8	8	6	16	4	15	16
PLBD2	2846	2931	2921	3979	3021	2130	2323
SDS	106	67	453	336	773	201	141
SDSL	644	634	604	1082	1089	887	764
LINC01234	0	4	0	2	2	0	0
TBX5-AS1	0	0	0	0	0	0	0
TBX3	125	55	186	431	158	293	178
MIR620	0	0	0	0	0	0	0
MIR4472-2	0	0	0	0	0	0	0
MAP1LC3B2	887	795	769	967	916	646	547
LINC00173	0	0	0	1	4	0	2
C12orf49	1526	1626	1626	2627	1542	1463	1255
LOC100506551	6	27	21	12	2	18	3
TESC	556	1416	681	1586	692	1090	1242
FBXO21	5479	5055	6317	6295	6008	4598	4190
RFC5	406	530	592	614	538	433	457
PEBP1	22181	36326	25615	27358	33973	21443	18665
VSIG10	550	776	500	1184	594	759	933
SUDS3	3468	3032	3540	3613	4132	2699	2432
HSPB8	673	2039	534	2548	522	1391	1606
LINC00934	0	0	0	0	0	0	0
PRKAB1	1380	1558	1767	2097	1950	1507	1511
MIR1178	0	11	1	3	4	4	6
RAB35	1893	1480	1881	2602	2190	1656	1626
RPLP0	19339	23030	21997	34636	31062	17023	19115
PXN	3586	3835	4704	5305	5113	3459	3593
PXN-AS1	90	88	99	87	112	63	89
MIR4498	0	0	0	0	0	0	0
SIRT4	61	93	75	73	110	40	23
MSI1	747	640	1339	1043	1218	809	566
PLA2G1B	1342	7155	1907	2643	897	735	465
GATC	1717	1932	2175	2601	2357	1624	1665
SRSF9	2521	2968	2560	3958	3394	2533	2355
TRIAP1	769	1113	1039	1226	1019	945	887
DYNLL1	4173	5550	4162	8048	5791	5050	4940
COQ5	1326	1795	1445	2213	1959	1291	1406
DYNLL1-AS1	195	338	289	475	256	301	323
COX6A1	2867	4136	2919	4914	4339	2687	3187
POP5	748	957	711	1116	914	828	746
CABP1	104	113	62	54	122	74	33
ACADS	818	1305	853	1906	1413	1108	969
UNC119B	5421	4900	6105	5954	7766	4385	4430
MLEC	8816	11740	9063	15002	12762	8347	9067
MIR4700	0	0	0	0	0	0	0
OASL	4	44	23	49	33	29	75
HNF1A	920	828	1629	1418	1926	821	797
HNF1A-AS1	146	105	188	154	180	157	228
C12orf43	527	635	799	1014	782	691	557
P2RX7	29	59	44	45	72	43	39
P2RX4	2306	2902	1924	4260	3454	2292	2723
CAMKK2	849	1291	707	1368	846	1054	1020
RNF34	1443	1369	1841	2033	1955	1606	1104
MIR7107	0	0	1	0	0	0	0
ORAI1	338	413	252	745	363	229	367
MORN3	19	26	16	31	35	30	33
RHOF	12	8	11	28	9	12	20
LINC01089	149	227	157	181	195	236	301
SETD1B	1401	1146	1362	1741	1324	956	784
PSMD9	1489	1767	1680	2468	1965	1528	1385
BCL7A	865	828	1249	1441	1095	868	773
IL31	0	0	0	0	0	0	0
DIABLO	2137	2718	3081	3620	3397	2389	2297
VPS33A	1581	1812	2105	2162	2198	1589	1245
B3GNT4	7	20	24	18	16	16	18
LOC101593348	57	63	69	72	64	50	40
CLIP1-AS1	5	13	12	4	2	4	5
RSRC2	3754	3920	4676	4574	4657	3121	2914
ZCCHC8	1507	1338	2148	1675	2075	1530	1210
HCAR3	0	0	2	5	0	0	0
HCAR2	0	1	12	1	0	1	0
DENR	2926	3792	4141	4199	4350	3236	3081
CCDC62	36	34	16	49	17	14	53
